state,date,reported_cases,predicted_infections_mean,predicted_infections_lower_CI_95,predicted_infections_higher_CI_95_cumulative,reported_deaths,estimated_deaths_mean,estimated_deaths_lower_CI_95,estimated_deaths_higher_CI_95,mean_time_varying_reproduction_number_R.t.,time_varying_reproduction_number_R.t._lower_CI_95,time_varying_reproduction_number_R.t._higher_CI_95,mean_infectious_individuals,infectious_individuals_lower_CI_95,infectious_individuals_higher_CI_95
CT,2020-05-16,618,1474.1715604312,977.817969753564,2111.99451632972,54,57.5331931841488,45.0953343116851,72.4644281666929,0.64291972129138,0.444982628542135,0.885003135840785,19613.3362960024,13476.2078645381,27667.6320168642
CT,2020-05-17,716,1394.71826438109,911.147104314215,2031.54973184349,69,55.2125310599607,43.3311152216667,69.7276778801779,0.643134938713763,0.444384656812635,0.883255242850481,18534.2936097851,12675.7452406477,26396.5666369779
CT,2020-05-18,697,1326.00721116421,855.676565165401,1956.72113504549,42,52.9203338256941,41.5760697677289,66.8157263364597,0.646650835050896,0.446679440652785,0.88704906476344,17494.9951734276,11947.7537696735,24832.8564763237
CT,2020-05-19,314,1250.45487923864,783.890080547328,1876.63225065161,22,50.6706674177082,39.8523099529364,63.8396664265215,0.644982468997011,0.445253398982741,0.883703647003892,16499.2111330725,11257.0214384931,23465.0751168372
CT,2020-05-20,587,1179.43771838495,718.977767506484,1813.98844700841,57,48.4583084706468,38.0980575128661,61.0063524879097,0.643370206963015,0.444149804007288,0.880928341597346,15553.8319959153,10618.0966673631,21964.8824932346
CT,2020-05-21,191,1114.97035583802,662.754696237461,1770.77007109022,54,46.3082756925941,36.3662467914426,58.3347046090879,0.643125412347476,0.44403705043669,0.880413294836634,14660.2495648593,10040.5579282505,20621.5275126247
CT,2020-05-22,432,1054.21167808693,605.008539084232,1714.37845217734,54,44.2082356345728,34.6726077376794,55.6882051718422,0.642893228735612,0.443934855846172,0.879949376439529,13817.922649775,9506.00120620103,19331.9888508487
CT,2020-05-23,382,969.766134234872,640.736146025186,1394.89161248174,38,42.1609794633598,33.183885879124,53.1878134513729,0.635888609880965,0.451274299220921,0.86895188545289,13025.8926686631,8879.6935511621,18241.4814359905
CT,2020-05-24,446,906.99329319876,586.746434784592,1332.65023182913,18,40.1775830361776,31.6231610991437,50.77317099756,0.630429547416204,0.442438989639665,0.865637706262221,12278.2071106345,8314.36815209689,17353.7644556618
CT,2020-05-25,405,883.4608961419,541.051513413721,1349.93924011594,49,38.2563747523,30.0920108666508,48.4709085252189,0.650852791927331,0.438532725522337,0.911816865936843,11564.2742440341,7807.77504669568,16467.2219352486
CT,2020-05-26,430,816.498709859501,508.409415855698,1232.84429647792,27,36.3968536004921,28.6509063906366,46.1764888709177,0.637511594187224,0.448864991821832,0.869585172100199,10886.3835223188,7334.47247831037,15636.4186760877
CT,2020-05-27,0,769.163889589898,466.961671951127,1185.8958316525,34,34.6028441055904,27.2245076585115,43.8754893476899,0.635966583925568,0.449951842795691,0.868663685930213,10251.1496420718,6909.18706113455,14643.3879459298
CT,2020-05-28,271,727.284122872876,427.366563772546,1147.80813867519,23,32.8784403342503,25.7865192392676,41.6218897374294,0.636630077558414,0.450167089996375,0.86735092788569,9652.60909436496,6482.77789239659,13812.2257303932
CT,2020-05-29,203,688.096040142911,392.697290247334,1119.22291263403,42,31.2188426403323,24.488668478005,39.4564483935082,0.63759722805116,0.448869847938988,0.870133156722531,9088.55990440856,6101.0484606352,12959.0176688986
CT,2020-05-30,260,632.932895504502,421.034647809486,911.864005537445,44,29.6217078595136,23.2279646326593,37.4451510101024,0.632868541337857,0.44480907182855,0.858840689572821,8558.54282992472,5684.50872713209,12245.9018924031
CT,2020-05-31,179,595.555681113623,390.563980509258,866.911624363701,32,28.0918632323348,22.039023281487,35.4337842436595,0.632016899635874,0.443048503133069,0.85744306570482,8059.09420771324,5318.02754124965,11613.2274710746
CT,2020-06-01,539,565.681658437616,364.666020551612,838.403348117773,26,26.6258492192431,20.9025116823263,33.5950245188455,0.636716095676074,0.446668940476109,0.85931600224418,7583.97903224167,5017.85218985078,10947.6462820652
CT,2020-06-02,239,533.877802118947,336.593168512685,801.833791312225,2,25.2233881201527,19.8530145051657,31.8002273678579,0.637413580836204,0.446520381501678,0.86049515385607,7133.30296386003,4738.62582821271,10335.7390326422
CT,2020-06-03,112,502.307810565082,309.751514850427,770.00257750326,17,23.8818462660098,18.8113528468116,30.1522869764915,0.635957108844175,0.446434242466526,0.859047441200404,6709.00842867335,4468.77566279053,9680.12744908605
CT,2020-06-04,148,473.452356581953,286.449294421755,736.139765744324,18,22.6043124049185,17.7743738316548,28.5911921325266,0.635326443560879,0.447132026810601,0.85939824494402,6310.89938315492,4222.51916459716,9074.73216418366
CT,2020-06-05,221,448.971194839154,263.399794115009,715.704379444533,31,21.3828279312464,16.828976005431,27.0739453317641,0.638208968981423,0.447041942717162,0.863211053882173,5937.54819056021,3969.90246463684,8567.96385444568
CT,2020-06-06,358,428.923277603241,283.20765344269,618.1752773464,17,20.2191441432143,15.9024757870669,25.5527584966803,0.657748059701555,0.461851643382492,0.897465907636184,5587.91481869873,3731.89780429013,8075.51441427937
CT,2020-06-07,150,403.539216495761,263.304157057411,589.311645332342,16,19.1118486969543,15.0448095337847,24.2404934371272,0.656689533733129,0.460371357117232,0.896959632283123,5262.068232293,3513.97297109597,7633.64861883768
CT,2020-06-08,124,383.992195172317,248.179380247521,566.482596596999,13,18.0587890242376,14.1359821410501,22.9090660913029,0.661701696569629,0.466020734543939,0.901087833165987,4959.47074098547,3318.72292372765,7167.2043123368
CT,2020-06-09,87,363.012208297451,230.151720512485,543.197371902873,13,17.0573410439638,13.3237313666916,21.6063107395171,0.661620097715118,0.465969234288793,0.900963244076669,4677.85098866273,3143.52399188766,6724.82648311761
CT,2020-06-10,168,343.763314158028,213.421767319935,526.478105651258,23,16.1062245929117,12.5807643646963,20.3503233249201,0.661814518651493,0.466194411725831,0.902026804911499,4415.64928792122,2984.21194566153,6320.20405948664
CT,2020-06-11,114,327.539958421197,198.562428250433,509.777159341176,26,15.2045962800912,11.8977149043663,19.2397637677434,0.665421624954191,0.467287286843238,0.907695808898298,4170.84065871052,2825.72170980191,5932.40505285971
CT,2020-06-12,228,308.962048929838,183.504877856787,495.412927235161,13,14.3487682644804,11.2143382652664,18.1457958038562,0.661944131718983,0.466565562744276,0.901907785636264,3942.01251991258,2679.73328649882,5588.21145559493
CT,2020-06-13,305,315.93633824072,209.486798194697,465.588320518075,27,13.5377087620577,10.5443826890385,17.1062222709276,0.723988841335467,0.512671941828817,0.97407863328499,3728.00329185966,2527.15636705348,5287.88953938158
CT,2020-06-14,94,299.589668252257,196.049786416098,446.482054639328,15,12.7707056119074,9.92042027771096,16.2078030805263,0.72418162537705,0.513564653843823,0.974885783913306,3530.61731917418,2375.08451185603,5048.41537626942
CT,2020-06-15,147,287.386585841766,185.133681219501,433.393017354466,3,12.0451458151563,9.33269141627821,15.3051231134869,0.729793774837443,0.520709980023267,0.975894412216318,3354.35552543873,2267.58675653454,4778.53587241268
CT,2020-06-16,114,274.354821155375,172.970019206496,421.997875431583,6,11.3592818255795,8.77609890102531,14.4627499217646,0.729425960910386,0.521214200622679,0.974895907214615,3195.86105999767,2161.35837167336,4565.16413636856
